design,strategy,topo,Vdd,corner,temp_C,Iin_A,I_at_0_A,I_at_vddhalf_A,gain_at_0,gain_vddhalf,lambda_eff_perV,rout_ohm,band_hi_V,ramp_nonlin_pct,vmax_1pct_V,vmax_0p1pct_V,area_um2,provenance
A_100n,A,MIR_S,3.2,TT,-55,1e-07,1.06273e-07,1.01559e-07,1.06273,1.01559,0.0284953,3.3964e+08,2.00,2.8525,0.3598,0.0358,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,TT,27,1e-07,1.04879e-07,1.01423e-07,1.04879,1.01423,0.0210209,4.63131e+08,2.00,2.1041,0.4845,0.0482,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,TT,150,1e-07,1.04109e-07,1.01434e-07,1.04109,1.01434,0.0163173,5.9827e+08,2.00,1.6331,0.6218,0.0619,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FF,-55,1e-07,1.07653e-07,1.0213e-07,1.07653,1.02130,0.0331083,2.89866e+08,2.00,3.3139,0.3111,0.0310,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FF,27,1e-07,1.05959e-07,1.01901e-07,1.05959,1.01901,0.0245139,3.94436e+08,2.00,2.4536,0.4168,0.0416,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FF,150,1e-07,1.05034e-07,1.01881e-07,1.05034,1.01881,0.0191143,5.07623e+08,2.00,1.9130,0.5321,0.0530,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SS,-55,1e-07,1.05071e-07,1.01095e-07,1.05071,1.01095,0.024206,4.0271e+08,2.00,2.4229,0.4219,0.0421,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SS,27,1e-07,1.03939e-07,1.01031e-07,1.03939,1.01031,0.0177936,5.50328e+08,2.00,1.7810,0.5708,0.0568,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SS,150,1e-07,1.03308e-07,1.01066e-07,1.03308,1.01066,0.0137486,7.13741e+08,2.00,1.3763,0.7363,0.0732,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FS,-55,1e-07,1.05052e-07,1.01091e-07,1.05052,1.01091,0.0241194,4.04194e+08,2.00,2.4144,0.4234,0.0422,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FS,27,1e-07,1.03926e-07,1.01027e-07,1.03926,1.01027,0.0177328,5.52258e+08,2.00,1.7751,0.5726,0.0570,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,FS,150,1e-07,1.03297e-07,1.01062e-07,1.03297,1.01062,0.0137022,7.16209e+08,2.00,1.3716,0.7387,0.0735,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SF,-55,1e-07,1.07677e-07,1.02137e-07,1.07677,1.02137,0.0332103,2.88938e+08,2.00,3.3240,0.3102,0.0309,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SF,27,1e-07,1.05978e-07,1.01907e-07,1.05978,1.01907,0.0245879,3.93208e+08,2.00,2.4608,0.4157,0.0414,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,3.2,SF,150,1e-07,1.0505e-07,1.01887e-07,1.05050,1.01887,0.0191722,5.0604e+08,2.00,1.9187,0.5306,0.0529,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,TT,-55,1e-07,1.10337e-07,1.03472e-07,1.10337,1.03472,0.0283116,3.29498e+08,2.00,2.9289,0.3292,0.0317,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,TT,27,1e-07,1.07908e-07,1.02826e-07,1.07908,1.02826,0.02125,4.45782e+08,2.00,2.2193,0.4300,0.0405,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,TT,150,1e-07,1.06491e-07,1.0252e-07,1.06491,1.02520,0.0167208,5.71501e+08,2.00,1.7626,0.5402,0.0496,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FF,-55,1e-07,1.12391e-07,1.04372e-07,1.12391,1.04372,0.0326247,2.81901e+08,2.00,3.3653,0.2881,0.0279,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FF,27,1e-07,1.09491e-07,1.03548e-07,1.09491,1.03548,0.0245899,3.8092e+08,2.00,2.5581,0.3739,0.0356,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FF,150,1e-07,1.07817e-07,1.03161e-07,1.07817,1.03161,0.019435,4.86958e+08,2.00,2.0386,0.4666,0.0435,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SS,-55,1e-07,1.0852e-07,1.02709e-07,1.08520,1.02709,0.0242551,3.89485e+08,2.00,2.5184,0.3812,0.0363,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SS,27,1e-07,1.0651e-07,1.02211e-07,1.06510,1.02211,0.0181366,5.27525e+08,2.00,1.9034,0.5010,0.0465,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SS,150,1e-07,1.05326e-07,1.01976e-07,1.05326,1.01976,0.0142095,6.78237e+08,2.00,1.5071,0.6343,0.0570,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FS,-55,1e-07,1.08499e-07,1.02699e-07,1.08499,1.02699,0.0242099,3.90284e+08,2.00,2.5179,0.3802,0.0362,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FS,27,1e-07,1.06497e-07,1.02204e-07,1.06497,1.02204,0.0181144,5.28243e+08,2.00,1.9051,0.4991,0.0462,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,FS,150,1e-07,1.05317e-07,1.01969e-07,1.05317,1.01969,0.0141996,6.78783e+08,2.00,1.5099,0.6313,0.0566,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SF,-55,1e-07,1.12419e-07,1.04386e-07,1.12419,1.04386,0.0326804,2.81353e+08,2.00,3.3667,0.2887,0.0280,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SF,27,1e-07,1.0951e-07,1.03559e-07,1.09510,1.03559,0.0246215,3.80362e+08,2.00,2.5572,0.3751,0.0358,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,4.5,SF,150,1e-07,1.07831e-07,1.03171e-07,1.07831,1.03171,0.0194532,4.86428e+08,2.00,2.0364,0.4684,0.0438,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,TT,-55,1e-07,1.12252e-07,1.04208e-07,1.12252,1.04208,0.0296508,3.10045e+08,2.00,3.1945,0.2813,0.0266,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,TT,27,1e-07,1.09409e-07,1.03365e-07,1.09409,1.03365,0.0227115,4.12478e+08,2.00,2.4941,0.3527,0.0325,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,TT,150,1e-07,1.07729e-07,1.02938e-07,1.07729,1.02938,0.0182093,5.2015e+08,2.00,2.0369,0.4271,0.0382,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FF,-55,1e-07,1.14588e-07,1.05234e-07,1.14588,1.05234,0.0339171,2.66645e+08,2.00,3.6317,0.2496,0.0239,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FF,27,1e-07,1.11206e-07,1.04181e-07,1.11206,1.04181,0.0260545,3.54932e+08,2.00,2.8384,0.3119,0.0292,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FF,150,1e-07,1.09228e-07,1.03653e-07,1.09228,1.03653,0.0209506,4.47128e+08,2.00,2.3206,0.3760,0.0343,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SS,-55,1e-07,1.10178e-07,1.03329e-07,1.10178,1.03329,0.0256206,3.64108e+08,2.00,2.7814,0.3204,0.0300,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SS,27,1e-07,1.07817e-07,1.02665e-07,1.07817,1.02665,0.0195833,4.83904e+08,2.00,2.1717,0.4032,0.0365,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SS,150,1e-07,1.06407e-07,1.02326e-07,1.06407,1.02326,0.0156638,6.10611e+08,2.00,1.7731,0.4908,0.0428,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FS,-55,1e-07,1.10169e-07,1.03317e-07,1.10169,1.03317,0.0256443,3.63838e+08,2.00,2.7920,0.3176,0.0297,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FS,27,1e-07,1.07817e-07,1.02656e-07,1.07817,1.02656,0.0196282,4.82856e+08,2.00,2.1843,0.3987,0.0361,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,FS,150,1e-07,1.06412e-07,1.02318e-07,1.06412,1.02318,0.015719,6.08521e+08,2.00,1.7866,0.4841,0.0422,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SF,-55,1e-07,1.14605e-07,1.05251e-07,1.14605,1.05251,0.0338997,2.66718e+08,2.00,3.6212,0.2514,0.0240,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SF,27,1e-07,1.11212e-07,1.04195e-07,1.11212,1.04195,0.0260151,3.55407e+08,2.00,2.8259,0.3148,0.0295,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.0,SF,150,1e-07,1.09229e-07,1.03665e-07,1.09229,1.03665,0.0209001,4.48147e+08,2.00,2.3077,0.3800,0.0346,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,TT,-55,1e-07,1.14669e-07,1.04944e-07,1.14669,1.04944,0.0330423,2.73823e+08,2.00,3.7499,0.2206,0.0209,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,TT,27,1e-07,1.11389e-07,1.03905e-07,1.11389,1.03905,0.0261945,3.53195e+08,2.00,3.0545,0.2620,0.0242,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,TT,150,1e-07,1.09428e-07,1.03355e-07,1.09428,1.03355,0.0216814,4.32412e+08,2.00,2.5915,0.3017,0.0274,324.911,"netlists/A_100n_MIR_S.cir(case=0,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FF,-55,1e-07,1.17317e-07,1.06096e-07,1.17317,1.06096,0.0373357,2.37888e+08,2.00,4.1977,0.1997,0.0190,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FF,27,1e-07,1.13425e-07,1.04815e-07,1.13425,1.04815,0.0296113,3.07901e+08,2.00,3.4134,0.2373,0.0222,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FF,150,1e-07,1.11123e-07,1.04145e-07,1.11123,1.04145,0.0245189,3.77641e+08,2.00,2.8927,0.2729,0.0250,324.911,"netlists/A_100n_MIR_S.cir(case=1,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SS,-55,1e-07,1.12311e-07,1.0395e-07,1.12311,1.03950,0.0289679,3.17589e+08,2.00,3.3249,0.2454,0.0230,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SS,27,1e-07,1.09578e-07,1.0312e-07,1.09578,1.03120,0.0229834,4.07852e+08,2.00,2.7165,0.2912,0.0266,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SS,150,1e-07,1.07927e-07,1.02676e-07,1.07927,1.02676,0.0190346,4.98021e+08,2.00,2.3108,0.3351,0.0299,324.911,"netlists/A_100n_MIR_S.cir(case=2,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FS,-55,1e-07,1.12329e-07,1.03936e-07,1.12329,1.03936,0.0291243,3.15924e+08,2.00,3.3547,0.2419,0.0226,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FS,27,1e-07,1.09605e-07,1.03108e-07,1.09605,1.03108,0.0231587,4.04788e+08,2.00,2.7480,0.2861,0.0262,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,FS,150,1e-07,1.07958e-07,1.02667e-07,1.07958,1.02667,0.0192175,4.93292e+08,2.00,2.3428,0.3284,0.0293,324.911,"netlists/A_100n_MIR_S.cir(case=3,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SF,-55,1e-07,1.17305e-07,1.06116e-07,1.17305,1.06116,0.037179,2.38845e+08,2.00,4.1671,0.2022,0.0193,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SF,27,1e-07,1.13402e-07,1.0483e-07,1.13402,1.04830,0.0294353,3.09707e+08,2.00,3.3812,0.2409,0.0226,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_S,5.5,SF,150,1e-07,1.11096e-07,1.04159e-07,1.11096,1.04159,0.0243346,3.80473e+08,2.00,2.8598,0.2777,0.0254,324.911,"netlists/A_100n_MIR_S.cir(case=4,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,TT,-55,1e-07,1.00002e-07,9.99973e-08,1.00002,0.99997,3.13129e-05,3.1936e+11,2.00,0.0037,2.4644,2.1519,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,TT,27,1e-07,1.00003e-07,9.99986e-08,1.00003,0.99999,2.50224e-05,3.99641e+11,2.00,0.0026,2.7027,2.2894,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,TT,150,1e-07,1.00003e-07,9.99997e-08,1.00003,1.00000,2.27996e-05,4.386e+11,2.00,0.0023,2.9338,2.4893,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FF,-55,1e-07,1.00003e-07,9.99974e-08,1.00003,0.99997,3.82149e-05,2.61679e+11,2.00,0.0040,2.5024,2.2331,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FF,27,1e-07,1.00004e-07,9.99989e-08,1.00004,0.99999,3.03658e-05,3.29316e+11,2.00,0.0031,2.7255,2.3709,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FF,150,1e-07,1.00005e-07,1e-07,1.00005,1.00000,2.77532e-05,3.60312e+11,2.00,0.0028,2.9460,2.5718,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SS,-55,1e-07,1.00001e-07,9.99973e-08,1.00001,0.99997,2.91062e-05,3.43574e+11,2.00,0.0106,2.4387,2.0712,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SS,27,1e-07,1.00002e-07,9.99984e-08,1.00002,0.99998,2.10474e-05,4.7512e+11,2.00,0.0024,2.6956,2.2085,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SS,150,1e-07,1.00002e-07,9.99993e-08,1.00002,0.99999,1.9089e-05,5.23859e+11,2.00,0.0020,2.9312,2.4075,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FS,-55,1e-07,1.00001e-07,9.99973e-08,1.00001,0.99997,2.89056e-05,3.45959e+11,2.00,0.0105,2.4401,2.0714,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FS,27,1e-07,1.00002e-07,9.99984e-08,1.00002,0.99998,2.09249e-05,4.77902e+11,2.00,0.0024,2.6973,2.2088,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,FS,150,1e-07,1.00002e-07,9.99993e-08,1.00002,0.99999,1.89909e-05,5.26564e+11,2.00,0.0020,2.9320,2.4077,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SF,-55,1e-07,1.00003e-07,9.99974e-08,1.00003,0.99997,3.85178e-05,2.59621e+11,2.00,0.0041,2.5016,2.2330,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SF,27,1e-07,1.00004e-07,9.99988e-08,1.00004,0.99999,3.0579e-05,3.27019e+11,2.00,0.0031,2.7246,2.3708,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,3.2,SF,150,1e-07,1.00005e-07,1e-07,1.00005,1.00000,2.79173e-05,3.58194e+11,2.00,0.0028,2.9455,2.5719,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,TT,-55,1e-07,1.00006e-07,9.99993e-08,1.00006,0.99999,2.98371e-05,3.35142e+11,2.00,0.0030,3.7631,3.4502,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,TT,27,1e-07,1.00006e-07,1e-07,1.00006,1.00000,2.43998e-05,4.09826e+11,2.00,0.0024,4.0014,3.5874,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,TT,150,1e-07,1.00006e-07,1.00001e-07,1.00006,1.00001,2.24848e-05,4.44728e+11,2.00,0.0023,4.2330,3.7870,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FF,-55,1e-07,1.00008e-07,9.99999e-08,1.00008,1.00000,3.6782e-05,2.71859e+11,2.00,0.0038,3.8011,3.5311,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FF,27,1e-07,1.00007e-07,1.00001e-07,1.00007,1.00001,2.96129e-05,3.37676e+11,2.00,0.0030,4.0242,3.6689,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FF,150,1e-07,1.00008e-07,1.00002e-07,1.00008,1.00002,2.73506e-05,3.65602e+11,2.00,0.0027,4.2451,3.8694,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SS,-55,1e-07,1.00004e-07,9.9999e-08,1.00004,0.99999,2.43585e-05,4.10526e+11,2.00,0.0024,3.7374,3.3696,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SS,27,1e-07,1.00004e-07,9.99997e-08,1.00004,1.00000,2.03055e-05,4.92466e+11,2.00,0.0020,3.9944,3.5068,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SS,150,1e-07,1.00005e-07,1.00001e-07,1.00005,1.00001,1.88041e-05,5.31784e+11,2.00,0.0019,4.2305,3.7054,649.822,"netlists/A_100n_MIR_CS.cir(case=2,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FS,-55,1e-07,1.00004e-07,9.9999e-08,1.00004,0.99999,2.41904e-05,4.13379e+11,2.00,0.0024,3.7388,3.3698,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FS,27,1e-07,1.00004e-07,9.99997e-08,1.00004,1.00000,2.01921e-05,4.95231e+11,2.00,0.0020,3.9960,3.5070,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,FS,150,1e-07,1.00005e-07,1.00001e-07,1.00005,1.00001,1.87111e-05,5.34426e+11,2.00,0.0019,4.2313,3.7056,649.822,"netlists/A_100n_MIR_CS.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SF,-55,1e-07,1.00008e-07,9.99999e-08,1.00008,1.00000,3.70665e-05,2.69773e+11,2.00,0.0038,3.8002,3.5310,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SF,27,1e-07,1.00007e-07,1.00001e-07,1.00007,1.00001,2.98114e-05,3.35427e+11,2.00,0.0030,4.0232,3.6688,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,4.5,SF,150,1e-07,1.00008e-07,1.00002e-07,1.00008,1.00002,2.75204e-05,3.63347e+11,2.00,0.0028,4.2446,3.8694,649.822,"netlists/A_100n_MIR_CS.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,TT,-55,1e-07,1.00008e-07,1e-07,1.00008,1.00000,2.96936e-05,3.36758e+11,2.00,0.0030,4.2626,3.9495,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,TT,27,1e-07,1.00007e-07,1.00001e-07,1.00007,1.00001,2.43623e-05,4.10452e+11,2.00,0.0024,4.5010,4.0869,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,TT,150,1e-07,1.00007e-07,1.00002e-07,1.00007,1.00002,2.26441e-05,4.41594e+11,2.00,0.0023,4.7327,4.2861,649.822,"netlists/A_100n_MIR_CS.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,FF,-55,1e-07,1.0001e-07,1.00001e-07,1.00010,1.00001,3.6557e-05,2.73528e+11,2.00,0.0038,4.3005,4.0304,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,FF,27,1e-07,1.00009e-07,1.00002e-07,1.00009,1.00002,2.95769e-05,3.38082e+11,2.00,0.0030,4.5238,4.1682,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_100n,A,MIR_CS,5.0,FF,150,1e-07,1.0001e-07,1.00003e-07,1.00010,1.00003,2.76006e-05,3.62286e+11,2.00,0.0028,4.7448,4.3684,649.822,"netlists/A_100n_MIR_CS.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
