design,strategy,topo,Vdd,corner,temp_C,Iin_A,I_at_0_A,I_at_vddhalf_A,gain_at_0,gain_vddhalf,lambda_eff_perV,rout_ohm,band_hi_V,ramp_nonlin_pct,vmax_1pct_V,vmax_0p1pct_V,area_um2,provenance
B_100n,B,MIR_S,3.2,TT,-55,1e-07,1.03887e-07,1.00227e-07,1.03887,1.00227,0.0225303,4.36858e+08,2.00,2.2585,0.4542,0.0453,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,TT,27,1e-07,1.03003e-07,1.00288e-07,1.03003,1.00288,0.016763,5.88856e+08,2.00,1.6823,0.6079,0.0606,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,TT,150,1e-07,1.02441e-07,1.00357e-07,1.02441,1.00357,0.0129004,7.66437e+08,2.00,1.2972,0.7885,0.0787,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FF,-55,1e-07,1.04814e-07,1.00533e-07,1.04814,1.00533,0.0262118,3.73521e+08,2.00,2.6266,0.3916,0.0391,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FF,27,1e-07,1.03723e-07,1.00544e-07,1.03723,1.00544,0.0195463,5.02876e+08,2.00,1.9607,0.5224,0.0521,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FF,150,1e-07,1.0303e-07,1.00586e-07,1.03030,1.00586,0.0150688,6.53796e+08,2.00,1.5142,0.6761,0.0675,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SS,-55,1e-07,1.03082e-07,9.99923e-08,1.03082,0.99992,0.0191037,5.17502e+08,2.00,1.9158,0.5342,0.0533,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SS,27,1e-07,1.02377e-07,1.0009e-07,1.02377,1.00090,0.0141813,6.98531e+08,2.00,1.4241,0.7172,0.0716,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SS,150,1e-07,1.0193e-07,1.00176e-07,1.01930,1.00176,0.0108941,9.10338e+08,2.00,1.0965,0.9324,0.0931,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FS,-55,1e-07,1.03079e-07,9.99976e-08,1.03079,0.99998,0.0190534,5.18858e+08,2.00,1.9108,0.5356,0.0534,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FS,27,1e-07,1.02376e-07,1.00094e-07,1.02376,1.00094,0.0141481,7.00159e+08,2.00,1.4208,0.7188,0.0717,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,FS,150,1e-07,1.01929e-07,1.00179e-07,1.01929,1.00179,0.0108712,9.12239e+08,2.00,1.0942,0.9343,0.0933,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SF,-55,1e-07,1.04818e-07,1.00527e-07,1.04818,1.00527,0.0262699,3.72703e+08,2.00,2.6324,0.3908,0.0390,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SF,27,1e-07,1.03724e-07,1.00539e-07,1.03724,1.00539,0.0195859,5.0187e+08,2.00,1.9647,0.5215,0.0520,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,3.2,SF,150,1e-07,1.0303e-07,1.00582e-07,1.03030,1.00582,0.0150966,6.52607e+08,2.00,1.5170,0.6749,0.0674,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,TT,-55,1e-07,1.07031e-07,1.01716e-07,1.07031,1.01716,0.0224474,4.25888e+08,2.00,2.3227,0.4163,0.0396,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,TT,27,1e-07,1.0536e-07,1.01393e-07,1.05360,1.01393,0.0168949,5.71678e+08,2.00,1.7610,0.5484,0.0510,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,TT,150,1e-07,1.04263e-07,1.01206e-07,1.04263,1.01206,0.0130867,7.42945e+08,2.00,1.3723,0.7097,0.0641,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FF,-55,1e-07,1.0848e-07,1.02274e-07,1.08480,1.02274,0.0259619,3.64587e+08,2.00,2.6802,0.3613,0.0347,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FF,27,1e-07,1.06473e-07,1.01837e-07,1.06473,1.01837,0.0196053,4.8882e+08,2.00,2.0382,0.4727,0.0444,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FF,150,1e-07,1.0516e-07,1.01582e-07,1.05160,1.01582,0.0152309,6.34289e+08,2.00,1.5932,0.6070,0.0555,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SS,-55,1e-07,1.05746e-07,1.01249e-07,1.05746,1.01249,0.0191438,5.03791e+08,2.00,1.9863,0.4869,0.0458,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SS,27,1e-07,1.04372e-07,1.01021e-07,1.04372,1.01021,0.0143601,6.77219e+08,2.00,1.5015,0.6466,0.0591,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SS,150,1e-07,1.03469e-07,1.00891e-07,1.03469,1.00891,0.0110886,8.8176e+08,2.00,1.1663,0.8436,0.0748,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FS,-55,1e-07,1.05744e-07,1.01251e-07,1.05744,1.01251,0.0191246,5.04312e+08,2.00,1.9876,0.4854,0.0456,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FS,27,1e-07,1.04374e-07,1.01023e-07,1.04374,1.01023,0.0143545,6.77493e+08,2.00,1.5040,0.6440,0.0587,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,FS,150,1e-07,1.03472e-07,1.00893e-07,1.03472,1.00893,0.0110896,8.81677e+08,2.00,1.1692,0.8401,0.0741,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SF,-55,1e-07,1.08482e-07,1.02272e-07,1.08482,1.02272,0.0259843,3.64261e+08,2.00,2.6788,0.3624,0.0348,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SF,27,1e-07,1.06472e-07,1.01835e-07,1.06472,1.01835,0.0196131,4.8862e+08,2.00,2.0355,0.4745,0.0447,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,4.5,SF,150,1e-07,1.05156e-07,1.01579e-07,1.05156,1.01579,0.0152306,6.34304e+08,2.00,1.5896,0.6099,0.0561,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,TT,-55,1e-07,1.0853e-07,1.02287e-07,1.08530,1.02287,0.0236131,4.00179e+08,2.00,2.5547,0.3517,0.0327,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,TT,27,1e-07,1.06534e-07,1.01817e-07,1.06534,1.01817,0.0180662,5.299e+08,2.00,1.9876,0.4485,0.0403,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,TT,150,1e-07,1.05207e-07,1.01532e-07,1.05207,1.01532,0.0141836,6.8076e+08,2.00,1.5838,0.5668,0.0489,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FF,-55,1e-07,1.10201e-07,1.02942e-07,1.10201,1.02942,0.0271446,3.44058e+08,2.00,2.9205,0.3089,0.0291,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FF,27,1e-07,1.0782e-07,1.02333e-07,1.07820,1.02333,0.0208297,4.55403e+08,2.00,2.2767,0.3911,0.0358,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FF,150,1e-07,1.06243e-07,1.01963e-07,1.06243,1.01963,0.0164023,5.84286e+08,2.00,1.8191,0.4892,0.0431,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SS,-55,1e-07,1.07038e-07,1.01731e-07,1.07038,1.01731,0.0202765,4.70929e+08,2.00,2.2084,0.4061,0.0372,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SS,27,1e-07,1.05386e-07,1.01378e-07,1.05386,1.01378,0.015468,6.23977e+08,2.00,1.7150,0.5226,0.0459,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SS,150,1e-07,1.04283e-07,1.01165e-07,1.04283,1.01165,0.0121037,8.03059e+08,2.00,1.3626,0.6689,0.0559,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FS,-55,1e-07,1.07048e-07,1.01732e-07,1.07048,1.01732,0.020315,4.70046e+08,2.00,2.2195,0.4022,0.0367,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FS,27,1e-07,1.05399e-07,1.01379e-07,1.05399,1.01379,0.0155163,6.2203e+08,2.00,1.7266,0.5163,0.0453,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,FS,150,1e-07,1.04296e-07,1.01166e-07,1.04296,1.01166,0.0121541,7.99715e+08,2.00,1.3740,0.6597,0.0550,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SF,-55,1e-07,1.10191e-07,1.02941e-07,1.10191,1.02941,0.0271036,3.4457e+08,2.00,2.9086,0.3115,0.0294,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SF,27,1e-07,1.07806e-07,1.02332e-07,1.07806,1.02332,0.0207776,4.56546e+08,2.00,2.2640,0.3952,0.0362,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.0,SF,150,1e-07,1.06228e-07,1.01961e-07,1.06228,1.01961,0.0163464,5.86293e+08,2.00,1.8066,0.4951,0.0437,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,TT,-55,1e-07,1.10458e-07,1.02858e-07,1.10458,1.02858,0.0266099,3.50599e+08,2.00,3.0509,0.2685,0.0249,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,TT,27,1e-07,1.0811e-07,1.0224e-07,1.08110,1.02240,0.0209896,4.51564e+08,2.00,2.4685,0.3244,0.0293,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,TT,150,1e-07,1.06523e-07,1.01856e-07,1.06523,1.01856,0.0169276,5.6587e+08,2.00,2.0370,0.3894,0.0341,3.507,"netlists/B_100n_MIR_S.cir(case=0,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FF,-55,1e-07,1.12383e-07,1.0361e-07,1.12383,1.03610,0.0302502,3.04262e+08,2.00,3.4368,0.2405,0.0226,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FF,27,1e-07,1.09596e-07,1.02829e-07,1.09596,1.02829,0.0239009,3.9238e+08,2.00,2.7816,0.2896,0.0266,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FF,150,1e-07,1.07725e-07,1.02344e-07,1.07725,1.02344,0.0193211,4.91501e+08,2.00,2.2995,0.3450,0.0307,3.507,"netlists/B_100n_MIR_S.cir(case=1,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SS,-55,1e-07,1.08732e-07,1.02213e-07,1.08732,1.02213,0.0231476,4.07973e+08,2.00,2.6828,0.3027,0.0277,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SS,27,1e-07,1.06776e-07,1.01735e-07,1.06776,1.01735,0.0182312,5.24852e+08,2.00,2.1704,0.3677,0.0326,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SS,150,1e-07,1.05443e-07,1.01438e-07,1.05443,1.01438,0.0146625,6.58366e+08,2.00,1.7874,0.4454,0.0380,3.507,"netlists/B_100n_MIR_S.cir(case=2,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FS,-55,1e-07,1.08767e-07,1.02213e-07,1.08767,1.02213,0.0233029,4.05241e+08,2.00,2.7111,0.2978,0.0273,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FS,27,1e-07,1.06812e-07,1.01735e-07,1.06812,1.01735,0.018391,5.2026e+08,2.00,2.1987,0.3605,0.0320,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,FS,150,1e-07,1.0548e-07,1.01439e-07,1.05480,1.01439,0.0148172,6.51442e+08,2.00,1.8145,0.4353,0.0372,3.507,"netlists/B_100n_MIR_S.cir(case=3,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SF,-55,1e-07,1.12345e-07,1.03611e-07,1.12345,1.03611,0.0300833,3.05961e+08,2.00,3.4063,0.2440,0.0229,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SF,27,1e-07,1.09556e-07,1.02829e-07,1.09556,1.02829,0.0237278,3.95268e+08,2.00,2.7510,0.2946,0.0270,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_S,5.5,SF,150,1e-07,1.07685e-07,1.02343e-07,1.07685,1.02343,0.0191506,4.95918e+08,2.00,2.2699,0.3518,0.0312,3.507,"netlists/B_100n_MIR_S.cir(case=4,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,TT,-55,1e-07,9.99991e-08,9.99591e-08,0.99999,0.99959,0.00188311,5.3144e+09,2.00,0.6774,2.1113,1.6610,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,TT,27,1e-07,9.99998e-08,9.9983e-08,1.00000,0.99983,0.00107462,9.30966e+09,2.00,0.4246,2.3201,1.7319,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,TT,150,1e-07,1.00001e-07,9.99929e-08,1.00001,0.99993,0.000548112,1.82484e+10,2.00,0.2458,2.5514,1.8280,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FF,-55,1e-07,1e-07,9.99894e-08,1.00000,0.99989,0.00120765,8.2845e+09,2.00,0.5681,2.1493,1.7595,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FF,27,1e-07,1.00001e-07,9.99936e-08,1.00001,0.99994,0.00061154,1.63561e+10,2.00,0.3249,2.3406,1.8327,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FF,150,1e-07,1.00001e-07,9.9996e-08,1.00001,0.99996,0.000256365,3.90108e+10,2.00,0.1562,2.5595,1.9329,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SS,-55,1e-07,9.99984e-08,9.98493e-08,0.99998,0.99849,0.00254275,3.93692e+09,2.00,0.7320,2.0866,1.5597,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SS,27,1e-07,9.99992e-08,9.99224e-08,0.99999,0.99922,0.00157039,6.37199e+09,2.00,0.4838,2.3176,1.6282,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SS,150,1e-07,9.99999e-08,9.99651e-08,1.00000,0.99965,0.000915832,1.09231e+10,2.00,0.3099,2.5598,1.7199,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FS,-55,1e-07,9.99984e-08,9.98535e-08,0.99998,0.99854,0.00250932,3.98931e+09,2.00,0.7261,2.0907,1.5628,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FS,27,1e-07,9.99993e-08,9.99252e-08,0.99999,0.99925,0.00154644,6.47058e+09,2.00,0.4793,2.3221,1.6319,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,FS,150,1e-07,9.99999e-08,9.99667e-08,1.00000,0.99967,0.000898471,1.11341e+10,2.00,0.3063,2.5638,1.7240,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SF,-55,1e-07,1e-07,9.99892e-08,1.00000,0.99989,0.00123293,8.11474e+09,2.00,0.5753,2.1458,1.7563,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SF,27,1e-07,1.00001e-07,9.99935e-08,1.00001,0.99993,0.000627521,1.59397e+10,2.00,0.3303,2.3368,1.8293,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,3.2,SF,150,1e-07,1.00001e-07,9.99959e-08,1.00001,0.99996,0.000265231,3.77068e+10,2.00,0.1601,2.5556,1.9291,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,TT,-55,1e-07,1.00004e-07,9.99951e-08,1.00004,0.99995,4.11398e-05,2.43073e+11,2.00,0.0042,3.4090,2.9567,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,TT,27,1e-07,1.00004e-07,9.99968e-08,1.00004,0.99997,3.0961e-05,3.22985e+11,2.00,0.0031,3.6178,3.0279,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,TT,150,1e-07,1.00004e-07,9.9998e-08,1.00004,0.99998,2.54618e-05,3.9274e+11,2.00,0.0026,3.8494,3.1238,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FF,-55,1e-07,1.00006e-07,9.99953e-08,1.00006,0.99995,4.84995e-05,2.06185e+11,2.00,0.0049,3.4470,3.0549,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FF,27,1e-07,1.00005e-07,9.99972e-08,1.00005,0.99997,3.59411e-05,2.78228e+11,2.00,0.0036,3.6384,3.1285,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FF,150,1e-07,1.00005e-07,9.99985e-08,1.00005,0.99998,2.92593e-05,3.41764e+11,2.00,0.0029,3.8574,3.2286,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SS,-55,1e-07,1.00003e-07,9.9995e-08,1.00003,0.99995,3.48197e-05,2.87196e+11,2.00,0.0035,3.3843,2.8555,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SS,27,1e-07,1.00003e-07,9.99966e-08,1.00003,0.99997,2.67204e-05,3.74246e+11,2.00,0.0027,3.6153,2.9242,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SS,150,1e-07,1.00003e-07,9.99977e-08,1.00003,0.99998,2.22856e-05,4.48717e+11,2.00,0.0022,3.8578,3.0156,7.015,"netlists/B_100n_MIR_CS.cir(case=2,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FS,-55,1e-07,1.00003e-07,9.99951e-08,1.00003,0.99995,3.45916e-05,2.89089e+11,2.00,0.0035,3.3884,2.8588,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FS,27,1e-07,1.00003e-07,9.99967e-08,1.00003,0.99997,2.65733e-05,3.76318e+11,2.00,0.0027,3.6198,2.9279,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,FS,150,1e-07,1.00003e-07,9.99977e-08,1.00003,0.99998,2.21809e-05,4.50835e+11,2.00,0.0022,3.8619,3.0199,7.015,"netlists/B_100n_MIR_CS.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SF,-55,1e-07,1.00006e-07,9.99952e-08,1.00006,0.99995,4.88257e-05,2.04807e+11,2.00,0.0049,3.4434,3.0518,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SF,27,1e-07,1.00005e-07,9.99971e-08,1.00005,0.99997,3.6155e-05,2.76582e+11,2.00,0.0036,3.6345,3.1251,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,4.5,SF,150,1e-07,1.00005e-07,9.99984e-08,1.00005,0.99998,2.94133e-05,3.39975e+11,2.00,0.0030,3.8535,3.2247,7.015,"netlists/B_100n_MIR_CS.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,TT,-55,1e-07,1.00006e-07,9.99961e-08,1.00006,0.99996,4.06876e-05,2.45769e+11,2.00,0.0041,3.9081,3.4550,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,TT,27,1e-07,1.00005e-07,9.99976e-08,1.00005,0.99998,3.07113e-05,3.25606e+11,2.00,0.0031,4.1170,3.5263,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,TT,150,1e-07,1.00005e-07,9.99987e-08,1.00005,0.99999,2.53066e-05,3.95145e+11,2.00,0.0025,4.3486,3.6221,7.015,"netlists/B_100n_MIR_CS.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,FF,-55,1e-07,1.00009e-07,9.99965e-08,1.00009,0.99997,4.79179e-05,2.08682e+11,2.00,0.0048,3.9461,3.5531,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,FF,27,1e-07,1.00007e-07,9.99981e-08,1.00007,0.99998,3.56402e-05,2.80572e+11,2.00,0.0036,4.1375,3.6269,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
B_100n,B,MIR_CS,5.0,FF,150,1e-07,1.00007e-07,9.99992e-08,1.00007,0.99999,2.90928e-05,3.43716e+11,2.00,0.0029,4.3566,3.7269,7.015,"netlists/B_100n_MIR_CS.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
